,red,green,blue
0,0.30082708105578637,0.16175691525700142,0.11970396479495743
1,0.5828968458368062,0.37931486788962576,0.2931082057486985
2,0.4399950120500455,0.6237759890964545,0.92578556462933
3,0.29910265681941556,0.4006295951046154,0.16056504862420334
4,0.46730989633609615,0.4673777717088475,0.7809893031483126
5,0.4880739460653205,0.8929244229273169,0.6912307407074417
6,0.7905619184386187,0.25522582568765045,0.08280839690199161
7,0.2323036353598655,0.3215939885030017,0.8617591033463208
8,0.6219724441798766,0.16208297274070832,0.20875172943352815
9,0.1731695505849213,0.11367430836056276,0.2729313153148526
10,0.7203989976319486,0.8836073829986474,0.17092454954578312
11,0.8776322696948111,0.4575438928217642,0.1057039442870161
12,0.11890975908515691,0.18153407474726013,0.7783971878339486
13,0.396169720422768,0.8360549778434434,0.22593036503150674
14,0.395483547302685,0.06316983137042533,0.06553951863892567
15,0.9230062620692965,0.6767388802703539,0.09817605975588246
16,0.43372599778165627,0.14562095421790613,0.33733797233888774
17,0.1911227937644178,0.5782385558770294,0.7776184640223954
18,0.9967093951344649,0.9954198502060926,0.9467383449705008
19,0.9948907594904515,0.9903370227279547,0.9630831575249266
20,0.9888697159082269,0.9875455207999798,0.9722165767354422
21,0.9899137296794056,0.9885659918734719,0.9805607198116196
22,0.9651567165283926,0.977720848503485,0.9845763670139451
23,0.9171395862511357,0.9406186245201812,0.9719431083015294
